City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Ahmadpur Sial,PK,30.6754,71.7483,89.53,42,29,10.16,scattered clouds
475,Adrar,MR,20.5022,-10.0711,96.62,18,95,3.22,overcast clouds
476,Shadrinsk,RU,56.0852,63.6335,40.32,94,90,13.98,light rain
477,Buguruslan,RU,53.6554,52.442,44.96,77,100,10.96,overcast clouds
478,Mufumbwe,ZM,-13.6833,24.8,69.21,28,41,4.12,scattered clouds
479,Salinopolis,BR,-0.6136,-47.3561,78.35,86,4,10.65,clear sky
480,Leh,IN,34.1667,77.5833,53.37,34,0,6.04,clear sky
481,Faenza,IT,44.2857,11.8833,73.44,93,48,7.99,scattered clouds
482,Tashtagol,RU,52.7657,87.8894,46.29,83,100,3.04,overcast clouds
483,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.77,74,49,2.59,scattered clouds
484,Galesong,ID,-5.3166,119.3661,73.42,70,97,4.45,overcast clouds
485,Souillac,MU,-20.5167,57.5167,70.36,87,5,6.55,clear sky
486,Batticaloa,LK,7.7102,81.6924,80.47,81,99,1.03,overcast clouds
487,Oshkosh,US,44.0247,-88.5426,79.12,50,1,9.22,clear sky
488,Utiel,ES,39.5667,-1.2,58.3,72,71,4.43,broken clouds
489,Dzhebariki-Khaya,RU,62.2167,135.8,56.88,56,100,7.09,overcast clouds
490,Aykhal,RU,66.0,111.5,34.43,86,51,13.33,broken clouds
491,Camana,PE,-16.6228,-72.7111,61.07,83,63,8.43,broken clouds
492,Yibin,CN,28.7667,104.6238,70.03,89,100,0.89,overcast clouds
493,Kadoma,JP,34.7333,135.5833,75.18,73,100,7.54,overcast clouds
494,Ginda,IN,30.6945,78.4932,64.09,91,98,1.92,overcast clouds
495,Grand Gaube,MU,-20.0064,57.6608,70.38,88,11,1.99,light rain
496,Umm Lajj,SA,25.0213,37.2685,81.23,71,7,5.86,clear sky
497,Arlit,NE,18.7369,7.3853,93.6,14,0,12.59,clear sky
498,Agirish,RU,61.9247,63.0231,38.86,94,100,16.02,light rain
499,Louga,RU,58.7372,29.8453,38.21,91,82,4.18,broken clouds
500,Codrington,AU,-38.2667,141.9667,57.47,62,94,20.15,overcast clouds
501,Mehamn,NO,71.0357,27.8492,40.75,77,100,10.02,overcast clouds
502,Cody,US,44.5263,-109.0565,59.92,47,1,20.71,clear sky
503,Baturaja,ID,-4.1333,104.1667,72.1,96,12,1.66,few clouds
504,Zyryanskoye,RU,56.8306,86.6258,50.34,90,100,6.67,light rain
505,Almaznyy,RU,48.0448,40.045,50.14,51,0,4.94,clear sky
506,Laguna,US,38.421,-121.4238,92.21,42,1,4.0,smoke
507,Mangai,CD,-4.05,19.5333,71.96,88,71,2.24,light rain
508,Marawi,PH,7.9986,124.2928,66.65,90,87,1.92,light rain
509,Quatre Cocos,MU,-20.2078,57.7625,70.09,85,18,4.41,light rain
510,Opuwo,NA,-18.0607,13.84,67.23,23,9,2.48,clear sky
511,Crispiano,IT,40.6058,17.2303,74.59,79,72,3.4,broken clouds
512,Nadvoitsy,RU,63.8667,34.3167,40.55,86,65,11.25,broken clouds
513,Carauari,BR,-4.8828,-66.8958,78.24,73,50,1.63,scattered clouds
514,Marzuq,YE,14.4,46.4667,78.96,18,76,2.59,broken clouds
515,Jizan,SA,17.3333,42.6667,88.39,64,92,8.01,overcast clouds
516,Port Shepstone,ZA,-30.7414,30.455,60.33,77,92,18.45,light rain
517,Hambantota,LK,6.1241,81.1185,79.36,84,99,12.24,overcast clouds
518,Mouila,GA,-1.8685,11.0559,75.85,92,100,2.21,light rain
519,Santa Rosa,PH,14.3122,121.1114,78.85,84,100,3.78,overcast clouds
520,New Panay,PH,6.7586,124.5892,75.61,94,100,0.85,overcast clouds
521,Nampula,MZ,-15.1165,39.2666,68.22,86,7,5.79,clear sky
522,Mancio Lima,BR,-7.6142,-72.8958,74.53,89,63,2.24,broken clouds
523,Reitz,ZA,-27.8014,28.4273,47.07,85,3,11.81,clear sky
524,Guayaramerin,BO,-10.8368,-65.3614,78.85,67,74,1.05,broken clouds
525,Whitehorse,CA,60.7161,-135.0538,50.09,56,100,8.63,overcast clouds
526,Doha,QA,25.2867,51.5333,91.38,49,0,8.05,clear sky
527,Half Moon Bay,US,37.4636,-122.4286,79.79,73,90,6.91,haze
528,Svetlyy,RU,54.675,20.1347,57.25,94,99,3.38,overcast clouds
529,Hounde,BF,11.5,-3.5167,76.26,79,37,4.56,scattered clouds
530,San Vicente,AR,-26.6167,-54.1333,59.18,99,100,7.56,light rain
531,Cagliari,IT,39.245,9.0912,78.91,63,0,10.36,clear sky
532,Camacha,PT,33.0833,-16.3333,71.02,73,40,12.66,scattered clouds
533,Santander,ES,43.4647,-3.8044,65.46,89,90,1.01,overcast clouds
534,Dongkan,CN,33.9997,119.8308,68.74,90,1,3.76,clear sky
535,Liberty,US,31.8335,-81.5004,77.11,47,90,0.0,heavy intensity rain
536,Kryvyy Rih,UA,47.9167,33.35,50.88,57,0,0.0,clear sky
537,Huarmey,PE,-10.0681,-78.1522,64.51,78,7,11.3,clear sky
538,Yei,SS,4.095,30.6779,66.38,95,96,3.11,overcast clouds
539,Carnot,CF,4.9409,15.8665,69.96,95,84,0.18,broken clouds
540,Narwar,IN,25.65,77.9,71.02,96,100,14.7,overcast clouds
541,Port Blair,IN,11.6667,92.75,78.69,83,100,7.34,overcast clouds
542,Sept-Iles,CA,50.2001,-66.3821,57.06,85,3,7.0,clear sky
543,Midland,US,31.9974,-102.0779,92.75,32,1,12.66,clear sky
544,Filadelfia,US,39.9523,-75.1638,76.05,78,90,5.99,overcast clouds
545,Alyangula,AU,-13.8483,136.4192,79.3,63,8,11.21,clear sky
546,Kupang,ID,-10.1667,123.5833,79.38,73,20,8.05,few clouds
547,Taft,IR,31.7471,54.2088,70.36,9,0,4.09,clear sky
548,Flums,CH,47.0906,9.343,62.71,88,100,3.65,overcast clouds
549,El Alto,PE,-4.2714,-81.2147,64.58,80,47,17.02,scattered clouds
550,Vardo,NO,70.3705,31.1107,41.2,71,51,10.27,broken clouds
551,Santa Ines,BR,-3.6667,-45.38,75.78,79,31,4.85,scattered clouds
552,Surt,LY,31.2089,16.5887,77.0,59,0,9.73,clear sky
553,Mount Isa,AU,-20.7333,139.5,78.57,22,2,6.91,clear sky
554,Hammerfest,NO,70.6634,23.6821,43.25,65,0,10.36,clear sky
555,Green River,US,41.5286,-109.4662,77.4,23,65,7.0,broken clouds
556,Tahe,CN,52.3333,124.7333,42.12,91,74,2.19,light rain
557,Mikuni,JP,36.2171,136.1519,72.68,76,100,5.23,overcast clouds
558,Taltal,CL,-25.4,-70.4833,59.38,75,21,4.61,few clouds
559,Shingu,JP,33.7333,135.9833,76.91,89,99,5.57,overcast clouds
560,Barand,HU,47.3,21.2333,71.94,59,100,6.8,overcast clouds
561,Suez,EG,29.9737,32.5263,72.43,74,0,9.01,clear sky
562,Gudari,IN,19.35,83.7833,75.2,94,98,1.72,overcast clouds
563,Sobolevo,RU,54.4299,31.8996,38.98,81,100,6.13,light rain
564,Tamiahua,MX,21.2667,-97.45,82.71,79,100,5.97,overcast clouds
565,Gabu,GW,12.2833,-14.2167,73.6,96,100,2.89,light rain
566,Omboue,GA,-1.5746,9.2618,76.73,83,100,6.58,overcast clouds
567,Waldoboro,US,44.0954,-69.3756,63.68,83,0,4.63,clear sky
568,Monchegorsk,RU,67.9397,32.8739,40.12,92,96,4.07,overcast clouds
569,Kaeo,NZ,-35.1,173.7833,57.45,84,94,7.23,overcast clouds
570,Alihe,CN,50.5667,123.7167,50.74,85,12,3.44,few clouds
571,Macenta,GN,8.5435,-9.471,69.82,98,72,1.79,broken clouds
572,Stepnyak,KZ,52.8339,70.7803,49.44,73,62,7.83,broken clouds
573,Tilichiki,RU,60.4667,166.1,49.19,66,56,1.83,broken clouds
574,Matara,LK,5.9485,80.5353,77.95,90,99,7.58,overcast clouds
575,Bandar,ID,2.05,99.75,72.77,98,93,1.48,overcast clouds
576,Oktyabrskiy,RU,54.4815,53.471,44.26,82,100,12.41,overcast clouds
577,Corning,US,42.1428,-77.0547,70.18,85,90,0.0,overcast clouds
578,Wembley,AU,-31.9333,115.8,43.0,96,40,5.75,light intensity shower rain
579,Warrington,GB,53.3925,-2.5802,59.79,88,0,5.75,clear sky
580,Eyl,SO,7.9803,49.8164,77.79,84,45,19.28,scattered clouds
581,Seymchan,RU,62.8833,152.4333,52.61,56,6,6.78,clear sky
582,Aurich,DE,53.4667,7.4833,58.96,94,75,9.22,broken clouds
583,Hagi,JP,34.4,131.4167,76.55,89,100,20.09,overcast clouds
584,Monte Alegre,BR,-2.0078,-54.0692,79.05,74,40,1.92,scattered clouds
585,Yenagoa,NG,4.9247,6.2642,75.74,93,100,3.87,overcast clouds
586,Banda Aceh,ID,5.5577,95.3222,77.14,82,56,2.77,broken clouds
587,Alta Floresta,BR,-9.8756,-56.0861,79.34,60,71,4.63,broken clouds
588,Bellevue,US,47.6104,-122.2007,71.78,48,1,3.0,clear sky
589,Zastron,ZA,-30.3023,27.084,39.22,71,1,8.01,clear sky
590,Tautira,PF,-17.7333,-149.15,84.22,72,25,17.65,scattered clouds
591,Primero De Enero,CU,21.9469,-78.4283,81.37,75,39,3.91,moderate rain
592,Bergen,NO,60.392,5.328,57.65,95,75,0.0,broken clouds
593,Sarkand,KZ,45.41,79.9186,59.7,41,20,7.11,few clouds
594,Anklam,DE,53.8564,13.6897,61.97,90,100,13.82,overcast clouds
595,Tabou,CI,4.423,-7.3528,77.25,87,81,8.05,light rain
596,Naifaru,MV,5.4444,73.3657,82.47,76,86,13.04,overcast clouds
597,Qandala,SO,11.472,49.8728,89.82,53,9,3.67,clear sky
598,Inta,RU,66.0317,60.1659,36.79,83,97,14.12,overcast clouds
599,Kaseda,JP,31.4167,130.3167,79.14,87,99,16.51,overcast clouds
600,Dourados,BR,-22.2211,-54.8056,76.57,72,56,4.79,light rain
601,Suntar,RU,62.1444,117.6319,37.74,87,99,5.17,overcast clouds
602,Leshukonskoye,RU,64.8989,45.7622,40.32,95,100,6.51,overcast clouds
603,Gornopravdinsk,RU,60.05,69.9,41.76,95,100,6.87,overcast clouds
604,Olavarria,AR,-36.8927,-60.3225,54.52,77,0,8.08,clear sky
605,Colares,PT,38.7992,-9.4469,67.19,74,0,17.96,clear sky
606,Isiro,CD,2.7739,27.616,65.7,98,100,1.92,overcast clouds
607,Kungurtug,RU,50.5994,97.5228,40.6,64,89,1.28,overcast clouds
608,Paita,PE,-5.0892,-81.1144,66.11,79,25,17.98,scattered clouds
609,Nakhon Si Thammarat,TH,8.25,100.0,76.96,88,100,2.44,overcast clouds
610,Martigny,CH,46.0833,7.0833,62.02,95,97,1.23,overcast clouds
611,Obo,CF,5.3998,26.4869,67.26,98,100,5.19,light rain
612,Guilin,CN,25.2819,110.2864,74.64,94,51,1.81,broken clouds
613,Wote,KE,-1.7808,37.6288,62.15,88,46,1.5,scattered clouds
614,Villa Guerrero,MX,18.8667,-99.65,76.62,81,92,3.33,overcast clouds
615,Miramar,US,25.9873,-80.2323,83.01,76,75,6.91,broken clouds
616,Eureka,US,40.8021,-124.1637,79.66,67,2,5.99,clear sky
617,Waipawa,NZ,-41.4122,175.5153,46.02,70,100,16.24,overcast clouds
618,Nagato,JP,34.3833,131.2,76.89,89,100,23.35,overcast clouds
619,Penal,TT,10.1667,-61.4667,81.14,87,6,1.01,clear sky
620,Baherden,TM,38.4362,57.4316,83.79,11,0,7.05,clear sky
621,Semporna,MY,4.4818,118.6112,78.64,83,100,6.78,overcast clouds
622,Bentiu,SS,9.2333,29.8333,72.72,93,73,2.84,light rain
623,Sorong,ID,-0.8833,131.25,77.88,87,98,4.79,overcast clouds
624,Finnsnes,NO,69.2296,17.9811,40.96,77,100,4.45,overcast clouds
625,High Rock,BS,26.6208,-78.2833,82.42,67,1,9.17,clear sky
626,Kholmy,UA,51.871,32.6006,48.79,59,100,5.23,light rain
627,San Andres,CO,12.5847,-81.7006,84.22,79,75,6.91,broken clouds
628,Ebolowa,CM,2.9,11.15,68.85,99,100,1.5,overcast clouds
629,Bismarck,US,46.8083,-100.7837,69.64,32,1,20.71,clear sky
630,Nazarovo,RU,56.0064,90.3914,49.8,94,92,7.29,light rain
631,Erzin,TR,36.9559,36.2,69.01,81,7,2.1,clear sky
632,Craig,US,40.5153,-107.5464,83.39,12,1,21.85,clear sky
633,Navoloki,RU,57.4657,41.9634,41.4,76,100,5.44,overcast clouds
634,Leo,BF,11.1,-2.1,75.49,78,30,5.37,scattered clouds
635,Vysokopillya,UA,47.4919,33.5306,50.38,45,3,3.13,clear sky
636,Plattsburgh,US,44.6995,-73.4529,68.18,71,1,0.0,clear sky
637,Kargasok,RU,59.0556,80.8572,53.35,96,100,11.97,light rain
638,Novocheremshansk,RU,54.3571,50.1666,45.19,77,100,9.71,overcast clouds
639,Benemerito De Las Americas,MX,16.5167,-90.6439,89.76,60,74,3.56,broken clouds
640,Jinxiang,CN,27.4327,120.6062,76.64,84,20,3.78,few clouds
641,Arys,KZ,42.4252,68.795,64.62,22,0,7.34,clear sky
642,Nador,MA,35.174,-2.9287,68.25,88,0,0.0,clear sky
643,Brigham City,US,41.5102,-112.0155,84.81,25,1,1.01,clear sky
644,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.88,83,3,12.24,clear sky
645,Unai,BR,-16.3575,-46.9061,82.89,23,0,1.83,clear sky
646,Todos Santos,MX,23.45,-110.2167,88.39,76,38,6.62,scattered clouds
647,Barvinkove,UA,48.9097,37.0205,51.48,46,4,4.59,clear sky
648,Kodinsk,RU,58.6881,99.1844,33.76,95,89,3.24,overcast clouds
649,Port Augusta,AU,-32.5,137.7667,75.7,26,83,10.02,broken clouds
650,Pachino,IT,36.7186,15.0907,77.59,69,16,11.52,few clouds
651,Muros,ES,42.7762,-9.0603,66.24,85,2,4.7,clear sky
652,Nouadhibou,MR,20.931,-17.0347,72.41,80,1,24.47,clear sky
653,Obihiro,JP,42.9172,143.2044,54.81,79,100,2.15,light rain
654,Fort Saint James,CA,54.4333,-124.25,55.76,35,68,4.9,broken clouds
655,Katobu,ID,-4.9408,122.5276,75.54,90,99,4.0,overcast clouds
656,Qeshm,IR,26.9581,56.2719,87.17,78,1,6.15,clear sky
657,Ganzhou,CN,28.8184,115.4327,72.25,84,0,2.48,clear sky
658,Manaus,BR,-3.1019,-60.025,82.89,69,40,5.75,scattered clouds
659,Manicore,BR,-5.8092,-61.3003,81.54,59,80,1.43,broken clouds
660,Newport,GB,51.5877,-2.9984,59.77,89,100,4.38,overcast clouds
661,Sibolga,ID,1.7427,98.7792,75.92,84,58,2.8,broken clouds
662,Samfya,ZM,-11.3649,29.5565,70.48,40,6,5.21,clear sky
663,Avera,US,33.194,-82.5271,76.87,90,100,5.23,overcast clouds
664,Amboasary,MG,-25.0333,46.3833,68.94,70,0,3.85,clear sky
665,George,ZA,-33.963,22.4617,49.51,75,4,6.22,clear sky
666,Inyonga,TZ,-6.7167,32.0667,78.1,37,83,2.21,broken clouds
667,Kimamba,TZ,-6.7833,37.1333,71.6,76,68,6.51,broken clouds
668,Asau,RO,46.4333,26.4,61.95,83,95,4.76,overcast clouds
669,Linfen,CN,36.0889,111.5189,68.47,75,100,7.54,overcast clouds
670,Makokou,GA,0.5738,12.8642,70.61,96,100,3.6,light rain
671,Kabare,CD,-2.4683,28.8242,62.65,94,96,1.68,moderate rain
672,Vung Tau,VN,10.346,107.0843,79.99,79,100,1.66,light rain
673,Menongue,AO,-14.6585,17.691,64.29,20,2,2.39,clear sky
674,Nara,JP,34.6851,135.8049,74.48,79,100,8.72,overcast clouds
675,Henties Bay,NA,-22.116,14.2845,51.85,89,18,3.89,few clouds
676,Tevriz,RU,57.509,72.4042,43.12,95,65,6.76,broken clouds
677,Aurora,US,39.7294,-104.8319,92.79,12,75,5.99,broken clouds
678,Mattru,SL,7.6244,-11.8332,72.66,98,92,2.62,overcast clouds
679,Whyalla,AU,-33.0333,137.5833,66.04,45,95,8.59,overcast clouds
680,Merrill,US,45.1805,-89.6835,78.57,54,1,6.91,clear sky
681,Cuxhaven,DE,53.8718,8.6909,59.2,82,75,12.66,broken clouds
682,Sakaiminato,JP,35.55,133.2333,75.15,83,100,6.22,overcast clouds
683,Saint Anthony,US,45.0205,-93.218,88.3,47,1,11.01,clear sky
684,Samarai,PG,-10.6167,150.6667,77.49,74,92,18.92,overcast clouds
685,Gerash,IR,27.6652,54.1371,79.92,23,0,1.88,clear sky
686,Kletskaya,RU,49.3145,43.0584,49.08,53,0,4.63,clear sky
687,Nalut,LY,30.3333,10.85,78.37,21,0,10.96,clear sky
688,El Vigia,VE,8.6219,-71.6506,82.2,72,34,3.24,scattered clouds
689,Vallenar,CL,-28.5708,-70.7581,64.8,44,0,4.18,clear sky
690,Cacu,BR,-18.5567,-51.1308,86.18,21,2,3.94,clear sky
691,Praia,CV,14.9215,-23.5087,81.14,83,75,18.41,broken clouds
692,San Quintin,MX,30.4833,-115.95,72.3,66,0,17.16,clear sky
693,Providencia,MX,28.7167,-111.5833,100.45,50,1,17.0,clear sky
694,Peleduy,RU,59.6289,112.7406,36.95,98,100,4.56,overcast clouds
695,Saint-Paul,RE,-21.0096,55.2707,71.69,74,13,1.19,few clouds
696,Palmer,US,42.1584,-72.3287,72.48,76,90,8.05,overcast clouds
697,Santos Dumont,BR,-21.4567,-43.5525,58.87,92,59,4.81,broken clouds
698,Kenora,CA,49.8167,-94.4337,57.18,90,100,3.33,overcast clouds
699,Kirovohrad,UA,48.5132,32.2597,55.27,51,9,5.5,clear sky
700,Kulhudhuffushi,MV,6.6221,73.07,82.06,78,63,12.84,broken clouds
701,Vytegra,RU,61.0064,36.4481,38.46,89,85,5.19,overcast clouds
702,Karla,EE,59.3723,24.9275,46.56,85,90,9.22,overcast clouds
703,Kamenka,RU,51.3223,42.7678,42.55,80,22,2.53,few clouds
704,Krasnyy Klyuch,RU,55.3863,56.6529,41.68,90,100,10.63,overcast clouds
705,Aswan,EG,24.0934,32.907,80.29,33,0,10.83,clear sky
706,Nova Olinda Do Norte,BR,-3.8881,-59.0942,80.33,63,55,0.83,broken clouds
707,Pringsewu,ID,-5.3582,104.9744,72.01,96,10,0.63,clear sky
708,Ternate,ID,0.8,127.4,78.24,86,99,9.42,overcast clouds
709,Poya,NC,-21.35,165.15,71.82,51,49,7.72,scattered clouds
710,Kattivakkam,IN,13.2167,80.3167,84.29,74,100,6.38,overcast clouds
711,Vilyuysk,RU,63.7553,121.6247,41.36,67,100,8.48,overcast clouds
712,Douglas,US,41.3,-96.167,90.99,44,1,10.0,clear sky
713,Tazovskiy,RU,67.4667,78.7,38.88,93,90,12.28,overcast clouds
714,Kuala Terengganu,MY,5.3302,103.1408,76.8,89,92,6.96,overcast clouds
